Company Name,Company Link,Company Description
FastCash,http://www.fastcash.com.br/,"Fastcash is solving the key problems of electronic transactions.

    http://www.fastcash.com.br"
Feather & Bone,http://www.featherandboneco.com/,http://www.featherandboneco.com
Fettch,https://www.fettchtech.com/,"FETTCH was established in 2019 and they are a centralized marketplace app that gets products from local retailers in large metropolitan areas into the hands of consumers.

    www.fettchtech.com"
Fhoster,http://fhoster.com,"Fhoster is a technology venture founded in 2008 expressly to develop an innovative, low-cost cloud-computing platform allowing to create and manage business applications directly in the cloud, ten times faster than existing platforms.
The platform started beta operations (with paying customers) in January 2011, it completed the beta testing in 2012. The company has constantly grown since then, more than doubling its revenues every year between 2013 and 2015. In the 2013 Gartner’s report on PaaS, Fhoster was the only Italian companies (and one of the few European companies) mentioned for the Application PaaS market segment.

    http://fhoster.com"
FieldWiz,,
FinBlox,http://tblox.com,"FinBlox solves the lack of information on investments. With our personalized mobile dashboard, both client and financial institutions have real-time information about operational and financial progress. Clients can use free online ERP software, provided with the investment monitor, or connect their own applications via standard plug-ins.

    http://tblox.com"
FindMine,http://www.findmine.us/,http://www.findmine.us
Fineksus,http://www.fineksus.com/,"Fineksus is a Financial Messaging and Anti Money Laundering (AML) software vendor which has a SWIFT sole Business partnership with MENA for the last 5 years. Fineksus software is running in 20 countries from Honk Kong to UK. Fineksus is now moving its HQ to New York for global Financial Sector coverage and just launched the next version of its AML application, powered by AI and ML. It will help financial institutions reduce false positives and AML operation costs while making them compliant and keeping their reputation intact. As per analysis by corporate governance recruitment firm, Barclay Simpson, major international banks are spending between $900 million and $1.3 billion for their compliance operations. Alternatively, the penalty is much higher if they do not. Since 2009, US and EU regulators have imposed $342 billion of fines and Fineksus is ready to solve that problem.

    http://www.fineksus.com"
fisbo,https://www.fisbo.co/il/en/,www.fisbo.co/il/en
Fiskkit,http://fiskkit.com,"Fiskkit is a news discussion platform designed to favor facts, logic and civility. Fiskkit provides a better place for people to discuss important news topics and to find what information is good and bad in every article on the Internet.
By putting public discourse into structured data they can use analytics to enable new insights and tools for readers. Fiskkit has the potential to factcheck all online news in real time, and filter trolling to make online discussion not only productive but enjoyable. Fiskkit is currently testing product-market fit with: paid account for organizations (non-profit, political, brands) to crowdsource content and fundraising, an education app for students to practice critical thinking which can quantify/measure improvement, and an integrated comments system for publishers (Troll Filter included).

    http://fiskkit.com"
